author,author_type,url,location,deal_type,accommodation_type,floor,floors_count,rooms_count,total_meters,price_per_month,commissions,price,district,street,house_number,underground,residential_complex
EstateLiga,real_estate_agent,https://www.cian.ru/sale/flat/299599527/,Москва,sale,flat,27,51,1,30.0,-1,0,15000000,Пресненский,Шмитовский проезд,,Москва-Сити,Headliner
Plus Development,developer,https://www.cian.ru/sale/flat/298554191/,Москва,sale,flat,9,23,1,25.2,-1,0,5699176,,,,Филатов Луг,Детали ЖК
Homeapp,real_estate_agent,https://www.cian.ru/sale/flat/301166185/,Москва,sale,flat,5,21,-1,31.43,-1,0,20400000,Беговой, 1-я Ямского Поля,28С3,Белорусская,GloraX Premium Белорусская
А101,developer,https://www.cian.ru/sale/flat/294609124/,Москва,sale,flat,16,30,1,21.9,-1,0,8567078,Южное Бутово,к2.1,к2.1,Бунинская аллея,Южные Сады ЖК
Наталья Бондаренко,realtor,https://www.cian.ru/sale/flat/295774311/,Москва,sale,flat,8,23,-1,27.5,-1,0,6850000,Южнопортовый,Волгоградский проспект,30С1,Волгоградский проспект,HighWay
Level Group,developer,https://www.cian.ru/sale/flat/292298427/,Москва,sale,flat,13,19,1,25.2,-1,0,,Академический,Профсоюзная ,2/22,Академическая,Level Академическая
Этажи Москва,real_estate_agent,https://www.cian.ru/sale/flat/301430068/,Москва,sale,flat,8,14,1,26.7,-1,0,6400000,, Мостовая,5к1,Коммунарка,"Новые Ватутинки, мкр. Десна"
БСА,representative_developer,https://www.cian.ru/sale/flat/296031789/,Москва,sale,flat,4,14,-1,32.5,-1,0,22400000,Замоскворечье,Большой Строченовский переулок,9,,Резиденции Замоскворечье
СМАРЕНТ,real_estate_agent,https://www.cian.ru/sale/flat/301135709/,Москва,sale,flat,13,21,-1,19.25,-1,0,6990000,Нижегородский,Автомобильный проезд,4,Калитники,N’ice Loft
ОбменРФ - Брусника. Обмен,representative_developer,https://www.cian.ru/sale/flat/301036581/,Москва,sale,flat,22,32,1,17.2,-1,0,8700000,Печатники,,7,Кожуховская,Левел Южнопортовая ЖК
Качанова и партнеры,real_estate_agent,https://www.cian.ru/sale/flat/299874755/,Москва,sale,flat,5,5,1,13.1,-1,0,5800000,Кузьминки,Окская ,28К3,Окская,My Space на Окской
Level Group,developer,https://www.cian.ru/sale/flat/300274364/,Москва,sale,flat,1,26,1,22.3,-1,0,,Нагатино-Садовники,1-й Нагатина кв-л,,Нагатинская,Левел Нагатинская ЖК
Владис,real_estate_agent,https://www.cian.ru/sale/flat/300778542/,Москва,sale,flat,1,5,-1,20.0,-1,0,5400000,Останкинский,Шереметьевская ,85С1,Марьина Роща,
Dominanta,developer,https://www.cian.ru/sale/flat/300728781/,Москва,sale,flat,11,41,1,35.22,-1,0,25446450,Раменки,1-й Сетуньский проезд,вл10,Лужники,Hide
EstateLiga,real_estate_agent,https://www.cian.ru/sale/flat/299479645/,Москва,sale,flat,7,20,1,34.5,-1,0,16000000,Левобережный,,В1,Речной вокзал,Акватория ЖК
ОбменРФ - Брусника. Обмен,representative_developer,https://www.cian.ru/sale/flat/301036582/,Москва,sale,flat,12,50,1,22.6,-1,0,11500000,Очаково-Матвеевское,,к5,Мичуринский проспект,Левел Мичуринский ЖК
Толкачев,real_estate_agent,https://www.cian.ru/sale/flat/299758976/,Москва,sale,flat,1,5,-1,23.0,-1,0,5900000,Очаково-Матвеевское,2-й Очаковский переулок,7,Очаково,
ОбменРФ - Брусника. Обмен,representative_developer,https://www.cian.ru/sale/flat/301036588/,Москва,sale,flat,3,53,1,21.6,-1,0,9000000,Покровское-Стрешнево,Северо-Западный ао,,Мякинино,Сити Бэй ЖК
Евгений Скобелев,realtor,https://www.cian.ru/sale/flat/301636955/,Москва,sale,flat,1,4,-1,17.0,-1,0,6800000,Даниловский,2-я Рощинская ,10,Тульская,
Центр-Инвест,representative_developer,https://www.cian.ru/sale/flat/298334329/,Москва,sale,flat,13,28,1,36.7,-1,0,21984867,Раменки,Винницкая ,8к1,Раменки,Настоящее
Качанова и партнеры,real_estate_agent,https://www.cian.ru/sale/flat/299071394/,Москва,sale,flat,5,5,1,14.4,-1,0,5650000,Головинский,Солнечногорская ,7к1,Моссельмаш,
Level Group,developer,https://www.cian.ru/sale/flat/300087640/,Москва,sale,flat,11,11,1,21.5,-1,0,,Басманный,Большая Почтовая ,,Электрозаводская,Level Бауманская
Татьяна Кузнецова,realtor,https://www.cian.ru/sale/flat/301590288/,Москва,sale,flat,19,25,1,23.0,-1,0,15500000,Хорошевский, Маргелова,3к2,Беговая,Авиатика
Level Group,developer,https://www.cian.ru/sale/flat/301557232/,Москва,sale,flat,2,6,1,17.7,-1,0,,Хорошево-Мневники,Причальный проезд,10А,Шелепиха,Level Причальный
Михаил Бозаев,realtor,https://www.cian.ru/sale/flat/301271812/,Москва,sale,flat,1,8,-1,25.7,-1,0,5954514,Таганский,Нижегородская ,32С15,Калитники,
Центр-Инвест,developer,https://www.cian.ru/sale/flat/298576269/,Москва,sale,flat,15,22,1,31.6,-1,0,23972613,Красносельский,Большая Спасская ,35,Площадь трёх вокзалов,Dialog
CENTURY 21 Столичная недвижимость,real_estate_agent,https://www.cian.ru/sale/flat/301362004/,Москва,sale,flat,3,15,1,26.0,-1,0,6360000,, Уточкина,8к1,Силикатная,Алхимово
ПИК,developer,https://www.cian.ru/sale/flat/301519686/,Москва,sale,flat,23,25,1,21.7,-1,0,7443100,Люблино,,к12,Братиславская,Люблинский парк ЖК
СМАРЕНТ,real_estate_agent,https://www.cian.ru/sale/flat/301547064/,Москва,sale,flat,27,33,1,37.1,-1,0,14990000,Соколиная гора,проспект Буденного,51к3,Шоссе Энтузиастов,Золотая звезда
ПИК,developer,https://www.cian.ru/sale/flat/298814390/,Москва,sale,flat,3,31,1,25.2,-1,0,10092312,Перово,к1.5,к1.5,Шоссе Энтузиастов,Плеханова 11 ЖК
Миэль Офис на Юго-Западе,real_estate_agent,https://www.cian.ru/sale/flat/298628293/,Москва,sale,flat,7,16,1,24.0,-1,0,7900000,, Лобановский Лес,13,Прокшино,Прокшино
ПИК,developer,https://www.cian.ru/sale/flat/293849941/,Москва,sale,flat,17,33,1,25.73,-1,0,11500743,Южнопортовый,,1.3,Волгоградский проспект,Первый Дубровский ЖК
Эксклюзив Хоум,real_estate_agent,https://www.cian.ru/sale/flat/300470719/,Москва,sale,flat,4,5,-1,19.0,-1,0,7700000,Марфино,Ботаническая ,41К7,Владыкино,Апартаменты Алтай
А101,developer,https://www.cian.ru/sale/flat/296071107/,Москва,sale,flat,6,17,1,30.0,-1,0,7833390,,,7.1,Улица Горчакова,Бунинские Кварталы ЖК
Этажи Москва,real_estate_agent,https://www.cian.ru/sale/flat/298685128/,Москва,sale,flat,5,27,1,20.4,-1,0,8700000,Нижегородский,Юго-Восточный ао,,Нижегородская,Аквилон Бисайд ЖК
Егор Палагин,realtor,https://www.cian.ru/sale/flat/300894333/,Москва,sale,flat,14,32,1,29.5,-1,0,10250000,Нижегородский,Газгольдерная ,10,Нижегородская,Profit
А101,developer,https://www.cian.ru/sale/flat/295067532/,Москва,sale,flat,8,9,1,24.0,-1,0,6374289,,,2,Толстопальцево,Родные кварталы ЖК
Свои Люди,real_estate_agent,https://www.cian.ru/sale/flat/299134852/,Москва,sale,flat,6,32,1,30.0,-1,0,12300000,Бутырский, Руставели,16к1,Бутырская,Руставели 14
ПИК,developer,https://www.cian.ru/sale/flat/301582426/,Москва,sale,flat,18,33,1,25.9,-1,0,8454065,Алтуфьевский,,2.2,Дегунино,Алтуфьевское 53 ЖК
Парадайс,real_estate_agent,https://www.cian.ru/sale/flat/300430867/,Москва,sale,flat,2,7,-1,37.0,-1,0,12900000,Можайский,Верейская ,29С151,Давыдково,Loft 151
ПИК,developer,https://www.cian.ru/sale/flat/301532315/,Москва,sale,flat,4,9,1,26.3,-1,0,6248274,,,,Филатов Луг,Середневский Лес ЖК
Толкачев,real_estate_agent,https://www.cian.ru/sale/flat/298775250/,Москва,sale,flat,7,8,-1,19.5,-1,0,7490000,Марьина роща,проезд 3-й Марьиной рощи,40С1,Марьина Роща,
ПИК,developer,https://www.cian.ru/sale/flat/286291417/,Москва,sale,flat,13,38,1,20.0,-1,0,10566360,Южнопортовый,,1.1,Волгоградский проспект,Первый Дубровский ЖК
BIRuSA estate,real_estate_agent,https://www.cian.ru/sale/flat/301105233/,Москва,sale,flat,16,36,1,34.2,-1,0,17500000,Хорошево-Мневники,Шелепихинская набережная,42к3,Полежаевская,FreeDOM
AFI Development,developer,https://www.cian.ru/sale/flat/297950451/,Москва,sale,flat,2,23,1,30.9,-1,0,11198160,Метрогородок,,,Бульвар Рокоссовского,Сиреневый парк ЖК
ID 7387475,realtor,https://www.cian.ru/sale/flat/301452054/,Москва,sale,flat,6,9,1,25.1,-1,0,8200000,,проспект Куприна,38к2,Бунинская аллея,Эко Бунино
А101,developer,https://www.cian.ru/sale/flat/286729749/,Москва,sale,flat,8,8,1,24.5,-1,0,7192940,,,к3.4,Бунинская аллея,Бунинские Кварталы ЖК
Victory estate,real_estate_agent,https://www.cian.ru/sale/flat/296150646/,Москва,sale,flat,18,25,1,29.4,-1,0,12990000,Нагорный,Электролитный проезд,7,Нагорная,TopHills
ЛСР,developer,https://www.cian.ru/sale/flat/295829123/,Москва,sale,flat,6,23,1,26.11,-1,0,10776563,Западное Дегунино,Северный ао,,Селигерская,Дмитровское небо ЖК
do A.S.A.P.,real_estate_agent,https://www.cian.ru/sale/flat/299087212/,Москва,sale,flat,1,10,1,34.2,-1,0,8225000,, Александры Монаховой,94к2,Бунинская аллея,Бунинские луга
Группа Аквилон,developer,https://www.cian.ru/sale/flat/300036195/,Москва,sale,flat,4,28,1,30.27,-1,0,10627616,Нижегородский,,,Нижегородская,Аквилон Бисайд 2.0 ЖК
РОСТ-РИЕЛТ на Таганской,real_estate_agent,https://www.cian.ru/sale/flat/301081702/,Москва,sale,flat,7,26,1,25.0,-1,0,13300000,Покровское-Стрешнево,бульвар Небесный,1к1,Спартак,ÁLIA
Группа Аквилон,developer,https://www.cian.ru/sale/flat/298843005/,Москва,sale,flat,12,23,-1,28.0,-1,0,7451705,Отрадное,Сигнальный проезд,12,Владыкино,Akvilon Signal
КОРТРОС,real_estate_agent,https://www.cian.ru/sale/flat/300889709/,Москва,sale,flat,15,32,1,30.0,-1,0,20000000,Пресненский,Шмитовский проезд,39к2,Шелепиха,Headliner
Самолет,developer,https://www.cian.ru/sale/flat/289082108/,Москва,sale,flat,15,17,1,22.25,-1,0,6731579,,,к2,Филатов Луг,Квартал Марьино ЖК
МИЦ-Столичный ипотечный центр недвижимости,real_estate_agent,https://www.cian.ru/sale/flat/300064353/,Москва,sale,flat,14,22,1,22.0,-1,0,7700000,Солнцево,Производственная ,17,Солнцево,Лучи
Apsis Globe,developer,https://www.cian.ru/sale/flat/296192894/,Москва,sale,flat,4,9,-1,27.81,-1,0,7453080,Косино-Ухтомский, Николая Старостина,вл14,Реутов,МФК CITIMIX Новокосино
СМАРЕНТ,real_estate_agent,https://www.cian.ru/sale/flat/301250170/,Москва,sale,flat,6,33,1,19.8,-1,0,10500000,Бутырский,к2.5,к2.5,Бутырская,Руставели 14 ЖК
3SGroup,developer,https://www.cian.ru/sale/flat/299381051/,Москва,sale,flat,2,17,1,26.3,-1,0,9562680,,,,Корниловская,FOREVILLE
Кремлёвские Ключи,real_estate_agent,https://www.cian.ru/sale/flat/289909308/,Москва,sale,flat,20,28,1,32.5,-1,0,15300000,Даниловский,Автозаводская ,23С263,Технопарк,Shagal
1-й ДСК,developer,https://www.cian.ru/sale/flat/300023904/,Москва,sale,flat,22,23,1,26.7,-1,0,11278080,Гольяново,Монтажная ,вл8/24,Щёлковская,1-й Измайловский
PRO ОБМЕН,real_estate_agent,https://www.cian.ru/sale/flat/301139270/,Москва,sale,flat,4,17,1,29.9,-1,0,8000000,, Чароитовая,1к1,Коммунарка,Кленовые Аллеи
КОРТРОС,real_estate_agent,https://www.cian.ru/sale/flat/299943187/,Москва,sale,flat,27,51,1,30.0,-1,0,15650000,Пресненский,Шелепихинское шоссе,,Шелепиха,Headliner
А101,developer,https://www.cian.ru/sale/flat/289992027/,Москва,sale,flat,8,14,1,24.3,-1,0,8759182,,,3.4,Бунинская аллея,Дзен-кварталы ЖК
Эксклюзив Хоум,real_estate_agent,https://www.cian.ru/sale/flat/300119287/,Москва,sale,flat,7,26,1,24.4,-1,0,13900000,Покровское-Стрешнево,,к6,Спартак,Алиа ЖК
А101,developer,https://www.cian.ru/sale/flat/295067379/,Москва,sale,flat,8,9,1,20.6,-1,0,6244750,,,2,Толстопальцево,Родные кварталы ЖК
Этажи Москва,real_estate_agent,https://www.cian.ru/sale/flat/299292797/,Москва,sale,flat,7,17,1,24.0,-1,0,6990000,, 3-я Нововатутинская,11,Коммунарка,
А101,developer,https://www.cian.ru/sale/flat/298496045/,Москва,sale,flat,4,18,1,23.4,-1,0,8059991,,,6.1.1,Коммунарка,Дзен-кварталы ЖК
Никита Возаков,realtor,https://www.cian.ru/sale/flat/277790335/,Москва,sale,flat,2,45,1,31.7,-1,0,19900000,Дорогомилово,Кутузовский проезд,,Фили,River Park Кутузовский
ЛСР,developer,https://www.cian.ru/sale/flat/298525440/,Москва,sale,flat,16,24,1,22.0,-1,0,8392604,Солнцево,,,Солнцево,Лучи ЖК
Vysotsky Estate,real_estate_agent,https://www.cian.ru/sale/flat/299404237/,Москва,sale,flat,19,29,1,27.2,-1,0,13500000,Нагатино-Садовники,Варшавское шоссе,37Ак2,Нагатинская,Rotterdam
ЛСР,developer,https://www.cian.ru/sale/flat/300444034/,Москва,sale,flat,21,24,1,20.9,-1,0,9241478,Солнцево,,,Солнцево,Лучи ЖК
FIVE Realty,real_estate_agent,https://www.cian.ru/sale/flat/301077055/,Москва,sale,flat,18,57,1,23.29,-1,0,14200000,Хорошево-Мневники, Мневники,,Народное Ополчение,JOIS
ЛСР,developer,https://www.cian.ru/sale/flat/298525260/,Москва,sale,flat,15,24,1,24.4,-1,0,10070904,Солнцево,Производственная ,17,Солнцево,Лучи
Этажи Москва,real_estate_agent,https://www.cian.ru/sale/flat/298489061/,Москва,sale,flat,24,25,1,17.7,-1,0,7700000,Метрогородок,Тагильская ,4к2,Бульвар Рокоссовского,Сиреневый парк
ЛСР,developer,https://www.cian.ru/sale/flat/297462391/,Москва,sale,flat,19,23,1,28.7,-1,0,13365360,Чертаново Центральное,,2,Пражская,Парксайд ЖК
One Moscow,real_estate_agent,https://www.cian.ru/sale/flat/300939898/,Москва,sale,flat,10,21,-1,27.0,-1,0,12500000,Хорошевский,,,Полежаевская,Зорге 9 ЖК
ЛСР,developer,https://www.cian.ru/sale/flat/293201614/,Москва,sale,flat,25,58,1,24.2,-1,0,15626835,Коньково,40-й кв-л,к1,Калужская,Обручева 30 ЖК
СМАРЕНТ,real_estate_agent,https://www.cian.ru/sale/flat/301343248/,Москва,sale,flat,18,54,1,22.7,-1,0,11990000,Очаково-Матвеевское,,к1,Мичуринский проспект,Левел Мичуринский ЖК
А101,developer,https://www.cian.ru/sale/flat/279713085/,Москва,sale,flat,16,18,1,23.2,-1,0,8720579,,,1.1,Бунинская аллея,Дзен-кварталы ЖК
Качанова и партнеры,real_estate_agent,https://www.cian.ru/sale/flat/300831720/,Москва,sale,flat,5,21,-1,21.9,-1,0,8500000,Южнопортовый,Волгоградский проспект,30С1,Волгоградский проспект,HighWay
А101,developer,https://www.cian.ru/sale/flat/290946634/,Москва,sale,flat,9,18,1,24.5,-1,0,8835141,,,37.2.1,Бунинская аллея,Скандинавия ЖК
Хот Сити,real_estate_agent,https://www.cian.ru/sale/flat/299383082/,Москва,sale,flat,13,19,1,28.85,-1,0,15750000,Басманный,,,Бауманская,Май Приорити Басманный ЖК
А101,developer,https://www.cian.ru/sale/flat/276682224/,Москва,sale,flat,15,16,1,23.8,-1,0,9140848,,,к36.1.1,Бунинская аллея,Скандинавия ЖК
Ай Кью Проекты,real_estate_agent,https://www.cian.ru/sale/flat/298664755/,Москва,sale,flat,7,8,-1,31.5,-1,0,9990000,Южнопортовый,Волгоградский проспект,30С1,Волгоградский проспект,HighWay
А101,developer,https://www.cian.ru/sale/flat/277903490/,Москва,sale,flat,14,16,1,24.0,-1,0,6771955,,,к1.3,Улица Горчакова,Бунинские Кварталы ЖК
СМАРЕНТ,real_estate_agent,https://www.cian.ru/sale/flat/295614109/,Москва,sale,flat,29,42,1,22.8,-1,0,12000000,Очаково-Матвеевское,Озерная ,,Мичуринский проспект,Level Мичуринский
ПИК,developer,https://www.cian.ru/sale/flat/298077965/,Москва,sale,flat,28,38,1,25.51,-1,0,11459908,Южнопортовый,,1.4,Волгоградский проспект,Первый Дубровский ЖК
ID 89410275,unknown,https://www.cian.ru/sale/flat/290362026/,Москва,sale,flat,2,5,-1,21.2,-1,0,4999000,Очаково-Матвеевское,Рябиновая ,45К2,Давыдково,
ID 162455,real_estate_agent,https://www.cian.ru/sale/flat/301365627/,Москва,sale,flat,27,28,1,20.1,-1,0,12900000,Кунцево, Академика Павлова,28,Молодёжная,Академика Павлова
А101,developer,https://www.cian.ru/sale/flat/301534591/,Москва,sale,flat,8,10,1,24.2,-1,0,6282935,,,,Толстопальцево,Родные кварталы
Msk Estate,real_estate_agent,https://www.cian.ru/sale/flat/300376176/,Москва,sale,flat,4,4,-1,19.7,-1,0,5200000,Нижегородский,Подъемная ,14С44,Авиамоторная,
А101,developer,https://www.cian.ru/sale/flat/291012077/,Москва,sale,flat,11,21,1,23.0,-1,0,7876396,,,6.1,Бунинская аллея,Бунинские Кварталы ЖК
Владис,real_estate_agent,https://www.cian.ru/sale/flat/300943078/,Москва,sale,flat,17,25,1,25.2,-1,0,12990000,Кунцево, Академика Павлова,38к1,Молодёжная,Академика Павлова
А101,developer,https://www.cian.ru/sale/flat/277903978/,Москва,sale,flat,15,16,1,28.2,-1,0,7637903,,,к1.3,Бунинская аллея,Бунинские Кварталы ЖК
Msk Estate,real_estate_agent,https://www.cian.ru/sale/flat/301653144/,Москва,sale,flat,1,4,-1,42.7,-1,0,13350000,Преображенское,Суворовская ,19С3,Преображенская площадь,
А101,developer,https://www.cian.ru/sale/flat/290891068/,Москва,sale,flat,11,12,1,31.1,-1,0,10421808,,,4.1,Ольховая,Дзен-кварталы ЖК
do A.S.A.P.,real_estate_agent,https://www.cian.ru/sale/flat/301633411/,Москва,sale,flat,9,14,1,27.8,-1,0,5500000,, Харлампиева,48к1,Филатов Луг,Спортивный квартал
Самолет,developer,https://www.cian.ru/sale/flat/295317484/,Москва,sale,flat,18,20,1,23.01,-1,0,7384352,,,к9,Филатов Луг,Цветочные Поляны ЖК
ЕГСН Продажа,real_estate_agent,https://www.cian.ru/sale/flat/287872432/,Москва,sale,flat,9,17,1,24.0,-1,0,6900000,, 3-я Нововатутинская,11,Коммунарка,
Елена Евдокимова,realtor,https://www.cian.ru/sale/flat/290301251/,Москва,sale,flat,4,17,1,25.0,-1,0,9950000,,проспект Прокшинский,12,Прокшино,Прокшино
А101,developer,https://www.cian.ru/sale/flat/294640387/,Москва,sale,flat,8,17,1,23.8,-1,0,6834313,,,к3.4,Бунинская аллея,Бунинские Кварталы ЖК
